"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"7245","Lionbots Robotics","2534","17","1439","1445","4.3","4.3","8.4","0.03","0.27","N/A","N/A","N/A","3-7-0","0.300"
"1197","TorBots","2536","16.9","1439","1445","5.7","3.6","7.7","-0.16","0.32","2023cavs","Vitruvian Scrimmage Fall","9","10-16-0","0.385"
"4171","BayBots","2542","16.9","1439","1444","7.6","4.1","5.2","-0.05","0.26","N/A","N/A","N/A","6-14-0","0.300"
"3309","Friarbots","2559","16.8","1438","1443","8.3","4.9","3.6","-0.09","0.07","N/A","N/A","N/A","5-16-0","0.238"
"7777","Septobots","2578","16.6","1436","1442","2.6","5.4","8.6","-0.07","0.35","N/A","N/A","N/A","8-15-0","0.348"
"8091","The Condors","2584","16.6","1436","1442","0.8","10.8","5.1","-0.27","0.09","N/A","N/A","N/A","4-6-0","0.400"
"4186","Alameda Aztechs","2599","16.5","1435","1440","9.2","4.5","2.7","-0.3","0.03","N/A","N/A","N/A","7-12-0","0.368"
"8751","Miramonte Robotics Team","2620","16.3","1434","1439","5.5","3.4","7.4","-0.13","0.21","N/A","N/A","N/A","6-4-0","0.600"
"4964","Rough Riders Robotics","2624","16.3","1434","1439","1.1","3.9","11.3","-0.25","0.18","N/A","N/A","N/A","3-7-0","0.300"
"3704","3704","2629","16.2","1433","1438","4.5","4.2","7.6","-0.09","0.17","N/A","N/A","N/A","3-6-0","0.333"
"3295","STEMdroids","2631","16.2","1433","1438","4","2.7","9.5","-0.24","0.27","N/A","N/A","N/A","5-6-0","0.455"
"6499","Innovos Robotics","2645","16.1","1432","1437","4.2","5.6","6.2","-0.11","0.15","N/A","N/A","N/A","5-5-0","0.500"
"3408","cyberCubs","2648","16","1432","1437","6","7.5","2.5","-0.16","-0.05","N/A","N/A","N/A","5-5-0","0.500"
"5027","Event Horizon (5027)","2649","16","1432","1437","2.9","7.4","5.7","-0.07","0.09","N/A","N/A","N/A","7-13-0","0.350"
"7327","Metal Jackets","2686","15.7","1429","1434","1.3","8.6","5.8","-0.21","0.11","N/A","N/A","N/A","4-5-0","0.444"
"6072","Triton Tech 6072","2717","15.4","1427","1432","7","2.7","5.7","-0.24","0.19","N/A","N/A","N/A","6-16-0","0.273"
"5869","QHHS Aqueducks","2721","15.4","1426","1431","3.3","7.3","4.7","-0.11","0.19","N/A","N/A","N/A","10-12-0","0.455"
"4919","Team Ronin","2759","15","1423","1428","6.8","4.7","3.5","-0.05","0.01","N/A","N/A","N/A","0-9-0","0.000"
"1972","Searing Engineering","2766","14.9","1422","1427","3.9","7.9","3.1","-0.08","0.09","N/A","N/A","N/A","4-5-0","0.444"
"8870","RedCards","2769","14.9","1422","1427","3.2","7.2","4.5","-0.08","0.09","N/A","N/A","N/A","3-6-0","0.333"
"8045","CVHS First Robotics: The Wa...","2784","14.8","1421","1426","2.9","8.1","3.7","-0.11","0.1","N/A","N/A","N/A","3-7-0","0.300"
"6398","Kilo-bots","2802","14.6","1420","1425","2.6","6.4","5.6","-0.1","0.11","N/A","N/A","N/A","3-6-0","0.333"
"8006","The Phantoms","2803","14.6","1420","1425","4.3","5.3","5","-0.03","0.19","N/A","N/A","N/A","5-16-0","0.238"
"701","RoboVikes","2837","14.1","1416","1421","6.1","3","5","-0.01","0.08","N/A","N/A","N/A","11-13-0","0.458"
"8891","Wild Raccoons","2840","14.1","1416","1420","4.9","4","5.2","-0.16","0","N/A","N/A","N/A","5-16-0","0.238"
"5857","Walnut Valley Robotics","2860","13.9","1414","1419","3.4","4.4","6.1","-0.11","0.15","N/A","N/A","N/A","9-15-1","0.380"
"6665","Nuns and Bolts","2883","13.7","1412","1417","3.9","6.6","3.2","0.01","0.02","N/A","N/A","N/A","3-8-0","0.273"
"299","Valkyrie Robotics","2904","13.5","1411","1415","1.5","9.1","2.9","-0.16","0.04","N/A","N/A","N/A","8-12-1","0.405"
"5012","Gryffingear","2910","13.5","1410","1415","5.8","4.1","3.6","-0.18","0.04","N/A","N/A","N/A","9-19-1","0.328"
"6981","Clockwork Concord","2915","13.4","1410","1415","4.2","2.5","6.8","-0.18","0.25","N/A","N/A","N/A","4-6-0","0.400"
"4765","PWRUP","2954","13.1","1407","1412","2.9","3.3","6.9","-0.22","0.11","N/A","N/A","N/A","6-4-0","0.600"
"7686","Acabots","2970","12.9","1405","1410","3.6","5.6","3.7","-0.24","0.05","N/A","N/A","N/A","2-8-0","0.200"
"2404","Team NEY Techs (TNT)","2972","12.9","1405","1410","4.4","5.9","2.6","-0.02","-0.01","N/A","N/A","N/A","5-7-0","0.417"
"7607","The Blackbirds","2992","12.5","1402","1407","3","5.3","4.3","-0.26","0.05","N/A","N/A","N/A","3-17-1","0.167"
"8537","MechanicAnts","3017","12.2","1400","1405","5.2","4.1","2.9","-0.12","0.01","N/A","N/A","N/A","3-6-0","0.333"
"867","Absolute Value","3068","11.5","1394","1399","2.4","3.2","6","-0.19","0.13","N/A","N/A","N/A","5-5-0","0.500"
"1759","Potatoes","3083","11.3","1391","1396","3.1","5.6","2.6","-0.16","0.04","N/A","N/A","N/A","1-9-0","0.100"
"8533","Rancho Reapers","3085","11.2","1391","1396","4","4.8","2.5","-0.07","0.01","N/A","N/A","N/A","3-6-0","0.333"
"5805","SMbly Required","3089","11.2","1390","1396","4.3","5.5","1.3","-0.24","-0.01","N/A","N/A","N/A","3-7-0","0.300"
"1422","The Neon Knights","3091","11.2","1390","1396","1","4.9","5.3","-0.02","0.04","N/A","N/A","N/A","6-6-0","0.500"
"9114","Rotationaries","3110","10.9","1388","1393","1.5","3.9","5.5","-0.04","0.12","N/A","N/A","N/A","9-11-0","0.450"
"8060","Command B","3134","10.3","1382","1388","3.3","5.4","1.6","-0.09","-0.15","N/A","N/A","N/A","4-7-1","0.375"
"9172","Robo-sharks","3149","10.1","1380","1386","2.6","3.3","4.1","-0.21","-0.06","N/A","N/A","N/A","3-7-0","0.300"
"7185","TartanBots","3163","9.8","1378","1384","3","5.3","1.4","-0.12","-0.03","N/A","N/A","N/A","4-6-0","0.400"
"6711","Millennial Falcons","3172","9.5","1376","1382","4.4","0.1","5","-0.23","0.12","N/A","N/A","N/A","6-6-0","0.500"
"7401","DevTech117","3188","9.1","1372","1378","2.5","1.1","5.5","-0.14","0.24","N/A","N/A","N/A","2-7-1","0.250"
"2141","Spartonics","3204","8.8","1369","1375","-0.7","3.6","6","-0.22","0.07","N/A","N/A","N/A","5-5-0","0.500"
"3020","SMbled","3212","8.6","1367","1373","3.2","4","1.3","-0.22","0.1","N/A","N/A","N/A","4-6-0","0.400"
"4019","Mechanical Paradise","3280","5.8","1342","1350","-1","3.7","3.1","-0.21","-0.14","N/A","N/A","N/A","2-9-0","0.182"
"5669","Techmen","3290","4.8","1333","1341","0.8","0","4","-0.21","0.09","N/A","N/A","N/A","1-9-0","0.100"
"6764","Flash Drives","3293","4.8","1332","1341","2","2.5","0.2","-0.15","-0.07","N/A","N/A","N/A","2-7-0","0.222"
"6885","The Pilots","3301","4.2","1327","1336","2.2","1.5","0.4","-0.17","-0.01","N/A","N/A","N/A","4-5-0","0.444"
